EXT1,EXT2,EXT3,EXT4,EXT5,EXT6,EXT7,EXT8,EXT9,EXT10,EST1,EST2,EST3,EST4,EST5,EST6,EST7,EST8,EST9,EST10,AGR1,AGR2,AGR3,AGR4,AGR5,AGR6,AGR7,AGR8,AGR9,AGR10,CSN1,CSN2,CSN3,CSN4,CSN5,CSN6,CSN7,CSN8,CSN9,CSN10,OPN1,OPN2,OPN3,OPN4,OPN5,OPN6,OPN7,OPN8,OPN9,OPN10,EXT1_E,EXT2_E,EXT3_E,EXT4_E,EXT5_E,EXT6_E,EXT7_E,EXT8_E,EXT9_E,EXT10_E,EST1_E,EST2_E,EST3_E,EST4_E,EST5_E,EST6_E,EST7_E,EST8_E,EST9_E,EST10_E,AGR1_E,AGR2_E,AGR3_E,AGR4_E,AGR5_E,AGR6_E,AGR7_E,AGR8_E,AGR9_E,AGR10_E,CSN1_E,CSN2_E,CSN3_E,CSN4_E,CSN5_E,CSN6_E,CSN7_E,CSN8_E,CSN9_E,CSN10_E,OPN1_E,OPN2_E,OPN3_E,OPN4_E,OPN5_E,OPN6_E,OPN7_E,OPN8_E,OPN9_E,OPN10_E,dateload,screenw,screenh,introelapse,testelapse,endelapse,IPC,country,lat_appx_lots_of_err,long_appx_lots_of_err
1.0,1.0,3.0,4.0,4.0,3.0,2.0,4.0,1.0,4.0,5.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,4.0,1.0,4.0,1.0,4.0,5.0,3.0,4.0,1.0,4.0,1.0,5.0,1.0,4.0,1.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,1.0,4.0,2.0,7588.0,10260.0,4494.0,2870.0,2547.0,3291.0,3536.0,2916.0,3746.0,3149.0,4066.0,3730.0,2162.0,2731.0,2696.0,2594.0,4934.0,3035.0,3386.0,3625.0,2975.0,3366.0,3517.0,2920.0,3382.0,2351.0,3665.0,2904.0,3237.0,5157.0,4282.0,5331.0,2426.0,3012.0,2566.0,4782.0,2043.0,2646.0,5426.0,4497.0,3105.0,5687.0,4979.0,4160.0,4041.0,2912.0,3074.0,3942.0,4037.0,5088.0,2016-03-07 15:23:32,1024.0,576.0,11.0,190.0,19,1,CA,43.6425,-79.3872
4.0,1.0,5.0,1.0,4.0,1.0,5.0,1.0,5.0,5.0,2.0,5.0,5.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,4.0,2.0,3.0,2.0,4.0,3.0,5.0,3.0,5.0,5.0,5.0,1.0,5.0,3.0,4.0,2.0,5.0,5.0,3.0,3.0,3.0,5.0,2.0,5.0,5.0,3.0,4.0,564392.0,5010.0,4404.0,3899.0,7153.0,2610.0,4380.0,2580.0,3971.0,3384.0,4267.0,3564.0,4655.0,2982.0,3389.0,14633.0,7525.0,2886.0,4332.0,7139.0,6252.0,3353.0,5801.0,12431.0,5849.0,4019.0,11465.0,3244.0,4115.0,3659.0,13546.0,4068.0,3985.0,8017.0,3528.0,3006.0,4266.0,52006.0,6216.0,4339.0,4589.0,43562.0,3438.0,5358.0,2227.0,1890.0,3935.0,4273.0,3540.0,2040.0,2016-03-07 15:24:23,1680.0,1050.0,6.0,950.0,5,1,SE,57.7167,11.9667
1.0,4.0,2.0,4.0,2.0,4.0,1.0,5.0,2.0,4.0,5.0,2.0,5.0,1.0,5.0,4.0,4.0,4.0,4.0,5.0,1.0,3.0,1.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,1.0,4.0,4.0,2.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,12388.0,4691.0,4109.0,4477.0,4161.0,2762.0,4500.0,5159.0,3288.0,3805.0,13207.0,5552.0,7304.0,4580.0,5028.0,2741.0,4164.0,2902.0,3966.0,4697.0,6903.0,8021.0,4169.0,4996.0,4967.0,3169.0,4431.0,6147.0,7116.0,3385.0,3577.0,7352.0,4675.0,6590.0,4185.0,9801.0,3855.0,5566.0,5422.0,3583.0,4174.0,11110.0,3492.0,6793.0,5161.0,6752.0,7617.0,3675.0,5230.0,3101.0,2016-03-07 15:27:21,384.0,640.0,1775.0,270.0,8,1,GB,52.4237,-1.9311
3.0,3.0,2.0,3.0,3.0,5.0,1.0,1.0,3.0,4.0,3.0,3.0,5.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,4.0,2.0,2.0,3.0,3.0,5.0,5.0,2.0,3.0,3.0,4.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,4.0,5.0,3.0,1.0,5.0,1.0,5.0,1.0,5.0,3.0,1.0,5.0,10250.0,3786.0,6541.0,6056.0,5036.0,4231.0,8530.0,3455.0,6298.0,10698.0,5329.0,5087.0,2892.0,8016.0,2339.0,2757.0,3686.0,2280.0,15467.0,12613.0,3612.0,4339.0,5328.0,3736.0,3989.0,2038.0,21117.0,7802.0,3318.0,4143.0,3330.0,7280.0,3222.0,7162.0,3804.0,15911.0,4289.0,12761.0,3503.0,15292.0,2941.0,13161.0,2786.0,5445.0,3571.0,4843.0,3988.0,4027.0,8388.0,2823.0,2016-03-07 15:27:47,1366.0,768.0,6.0,317.0,22,1,IN,20.0,77.0
1.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,4.0,1.0,4.0,2.0,2.0,4.0,4.0,1.0,0.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,10361.0,3032.0,5046.0,2919.0,4063.0,8597.0,3246.0,3111.0,3310.0,3327.0,3878.0,5527.0,2416.0,1615.0,4534.0,2423.0,847.0,3471.0,7861.0,1304.0,7684.0,2031.0,3519.0,2208.0,6046.0,4623.0,2312.0,2383.0,1400.0,2815.0,3951.0,4542.0,1887.0,2159.0,5998.0,5030.0,2527.0,1280.0,0.0,2599.0,3838.0,6653.0,815.0,2135.0,3479.0,1680.0,1240.0,2447.0,2191.0,1391.0,2016-03-07 15:28:01,1366.0,768.0,72.0,173.0,20,1,JM,18.0,-76.8
3.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,4.0,4.0,3.0,3.0,2.0,5.0,1.0,3.0,2.0,5.0,2.0,4.0,2.0,4.0,4.0,3900.0,2326.0,2068.0,2674.0,2121.0,2735.0,2910.0,1636.0,1666.0,2008.0,1577.0,1717.0,1825.0,1969.0,2791.0,2196.0,1646.0,2035.0,5549.0,1506.0,2328.0,1505.0,3304.0,2085.0,2681.0,2311.0,2559.0,4826.0,2817.0,2295.0,2744.0,1930.0,1667.0,2085.0,2232.0,3621.0,1877.0,802.0,1781.0,2563.0,2166.0,4469.0,3103.0,1471.0,1817.0,2183.0,1891.0,3069.0,1973.0,3023.0,2016-03-07 15:29:12,1366.0,768.0,70.0,121.0,9,1,FR,48.8932,2.1037
1.0,3.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,5.0,4.0,4.0,3.0,2.0,1.0,3.0,1.0,4.0,4.0,5.0,1.0,4.0,1.0,4.0,1.0,5.0,5.0,5.0,3.0,4250.0,3384.0,4591.0,3800.0,2578.0,2791.0,1880.0,6535.0,3640.0,4298.0,2169.0,5554.0,5112.0,5085.0,5080.0,3343.0,3448.0,2223.0,2992.0,2582.0,3742.0,2920.0,2584.0,3027.0,6128.0,3328.0,3254.0,3720.0,1608.0,2910.0,991.0,8662.0,3608.0,4950.0,2088.0,5184.0,2426.0,22431.0,6840.0,4540.0,1824.0,1263.0,2631.0,1351.0,2240.0,3304.0,2504.0,1232.0,693.0,1096.0,2016-03-07 15:29:45,2133.0,1200.0,14.0,190.0,4,1,DE,51.0,9.0
4.0,1.0,4.0,2.0,4.0,3.0,1.0,3.0,4.0,4.0,4.0,2.0,5.0,2.0,2.0,4.0,2.0,1.0,5.0,2.0,1.0,5.0,1.0,4.0,1.0,2.0,1.0,4.0,3.0,2.0,5.0,5.0,4.0,4.0,3.0,4.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,1.0,2.0,5.0,5.0,3.0,6612.0,926.0,2182.0,1504.0,2043.0,2644.0,2971.0,3505.0,1690.0,2582.0,4496.0,5153.0,1584.0,3295.0,2144.0,2091.0,2973.0,1294.0,2081.0,5396.0,2074.0,1933.0,1792.0,3084.0,2314.0,3562.0,3314.0,3736.0,2034.0,2292.0,2430.0,2547.0,2324.0,2189.0,6133.0,2902.0,2119.0,952.0,2601.0,2356.0,2481.0,7397.0,1416.0,5699.0,2844.0,1086.0,1814.0,2049.0,1364.0,2620.0,2016-03-07 15:30:07,1280.0,800.0,13.0,140.0,10,1,GB,51.5,-0.13
4.0,1.0,3.0,3.0,5.0,1.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,0.0,1.0,4.0,4.0,1.0,4.0,2.0,1.0,5.0,4.0,5.0,2.0,3.0,1.0,5.0,5.0,5.0,3.0,4.0,4.0,1.0,2.0,5.0,1.0,0.0,2.0,5.0,4.0,1.0,5.0,2.0,3.0,1.0,5.0,4.0,5.0,5.0,12951.0,5329.0,8569.0,4082.0,3217.0,4450.0,4668.0,6134.0,4798.0,5569.0,1053.0,6329.0,2452.0,0.0,5688.0,3900.0,4730.0,5530.0,3750.0,2566.0,7312.0,3782.0,6301.0,3635.0,5033.0,6833.0,3052.0,3236.0,2798.0,3015.0,13285.0,5839.0,4098.0,4695.0,6348.0,5818.0,6133.0,0.0,4550.0,6751.0,7553.0,4398.0,3204.0,3551.0,9531.0,3834.0,3035.0,5991.0,2849.0,2803.0,2016-03-07 15:30:12,768.0,1024.0,5.0,246.0,16,1,US,38.0,-97.0
4.0,2.0,5.0,2.0,5.0,2.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,5.0,2.0,5.0,1.0,4.0,1.0,5.0,5.0,5.0,5.0,2.0,5.0,1.0,4.0,1.0,4.0,1.0,5.0,5.0,3.0,1.0,2.0,3.0,3.0,4.0,5.0,2.0,4.0,2.0,11268.0,2652.0,2829.0,1829.0,1996.0,2845.0,4057.0,2805.0,7849.0,3260.0,2713.0,9269.0,993.0,2726.0,4257.0,2763.0,2321.0,5551.0,12543.0,1922.0,3357.0,1410.0,3569.0,4783.0,3762.0,2479.0,2887.0,2440.0,3832.0,2405.0,1952.0,3909.0,3007.0,3375.0,2279.0,1875.0,6593.0,1618.0,2745.0,2330.0,1977.0,3747.0,10153.0,2262.0,2076.0,5670.0,3387.0,3793.0,4461.0,2454.0,2016-03-07 15:31:41,360.0,640.0,37.0,189.0,11,1,US,38.0,-97.0
1.0,4.0,2.0,4.0,2.0,2.0,1.0,5.0,1.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,1.0,5.0,1.0,5.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,2.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,9211.0,1277.0,1480.0,1049.0,1811.0,1165.0,1681.0,1033.0,2038.0,965.0,1327.0,1492.0,1352.0,1046.0,5236.0,1156.0,1140.0,1421.0,2838.0,1749.0,912.0,2172.0,1390.0,1316.0,2293.0,2623.0,1297.0,1313.0,1288.0,5024.0,1397.0,1203.0,1433.0,4814.0,2365.0,4815.0,1381.0,4526.0,1550.0,2413.0,1067.0,2046.0,1515.0,1629.0,1070.0,1972.0,2410.0,1224.0,4214.0,748.0,2016-03-07 15:34:15,1366.0,768.0,7.0,106.0,7,1,US,44.7457,-91.5132
5.0,1.0,5.0,1.0,5.0,1.0,5.0,2.0,5.0,3.0,3.0,5.0,5.0,1.0,5.0,4.0,3.0,2.0,5.0,5.0,1.0,5.0,3.0,5.0,2.0,4.0,1.0,4.0,5.0,3.0,2.0,5.0,5.0,3.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,2.0,4.0,5.0,5.0,4.0,3163.0,981.0,1637.0,3216.0,1705.0,2089.0,2902.0,2989.0,1813.0,1460.0,2353.0,2029.0,1686.0,3775.0,2588.0,2451.0,4686.0,1696.0,1402.0,3696.0,3487.0,2039.0,1509.0,1116.0,3382.0,1254.0,2059.0,1990.0,1020.0,2117.0,2157.0,2285.0,2530.0,2941.0,1657.0,4695.0,1882.0,2168.0,1854.0,1657.0,2215.0,2098.0,991.0,4079.0,1166.0,3627.0,2049.0,2136.0,1705.0,2392.0,2016-03-07 15:34:18,1366.0,768.0,13.0,129.0,7,1,US,30.2672,-97.7431
3.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,1.0,4.0,3.0,4.0,1.0,3.0,1.0,4.0,4.0,4.0,2.0,4.0,3.0,5.0,1.0,5.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,5.0,4.0,5936.0,3613.0,4400.0,8600.0,3818.0,6073.0,6546.0,3536.0,4368.0,6617.0,3885.0,11149.0,6435.0,2445.0,3588.0,2734.0,5164.0,3151.0,5084.0,2953.0,4248.0,3938.0,3133.0,3085.0,3550.0,2178.0,4670.0,5219.0,2777.0,3633.0,4001.0,3232.0,1083.0,4140.0,2695.0,2787.0,3620.0,8165.0,2738.0,3698.0,2481.0,3600.0,2745.0,4200.0,3978.0,3683.0,3297.0,5299.0,3516.0,3066.0,2016-03-07 15:34:20,320.0,568.0,4.0,210.0,7,1,US,37.2279,-77.4019
2.0,3.0,3.0,5.0,3.0,2.0,1.0,4.0,1.0,4.0,4.0,2.0,4.0,2.0,1.0,5.0,5.0,5.0,5.0,4.0,2.0,1.0,5.0,1.0,5.0,5.0,5.0,3.0,4.0,2.0,3.0,5.0,5.0,4.0,1.0,5.0,5.0,3.0,3.0,4.0,4.0,2.0,5.0,3.0,4.0,1.0,4.0,3.0,5.0,0.0,4685.0,1904.0,1792.0,3504.0,2768.0,3168.0,3840.0,4848.0,2255.0,4072.0,3184.0,2000.0,5664.0,2680.0,1592.0,1032.0,2111.0,2336.0,912.0,2264.0,2432.0,3080.0,1896.0,1328.0,2544.0,2008.0,6976.0,2936.0,3040.0,1392.0,2576.0,2536.0,4943.0,2432.0,3912.0,5056.0,2256.0,2711.0,3008.0,3168.0,720.0,4168.0,624.0,5120.0,1912.0,2360.0,2081.0,3457.0,1824.0,0.0,2016-03-07 15:35:20,1920.0,1080.0,3.0,141.0,9,1,US,34.0522,-118.2437
1.0,5.0,3.0,4.0,2.0,1.0,1.0,5.0,1.0,5.0,4.0,2.0,4.0,1.0,4.0,4.0,5.0,4.0,2.0,5.0,3.0,4.0,4.0,4.0,2.0,5.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,5.0,1.0,4.0,5.0,4.0,2.0,0.0,1.0,4.0,2.0,4.0,4.0,5.0,5.0,15065.0,1777.0,6965.0,2928.0,1881.0,3282.0,2375.0,2770.0,2466.0,1226.0,1887.0,2176.0,1522.0,2539.0,2624.0,1548.0,4189.0,4215.0,5959.0,1260.0,4195.0,1610.0,1505.0,1823.0,4040.0,2192.0,3726.0,2622.0,4964.0,2583.0,1554.0,3156.0,5057.0,849.0,3152.0,5148.0,1884.0,19371.0,4703.0,2307.0,1143.0,3024.0,0.0,2047.0,2051.0,2394.0,1794.0,2517.0,5684.0,1740.0,2016-03-07 15:35:22,1280.0,1024.0,3.0,169.0,7,1,US,28.6611,-81.3656
4.0,1.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,4.0,2.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,5.0,2.0,4.0,2.0,4.0,1.0,5.0,2.0,3.0,5.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,54126.0,13480.0,3175.0,1976.0,2924.0,2258.0,4369.0,2977.0,3212.0,4785.0,4121.0,10279.0,1206.0,33861.0,8353.0,1292.0,6242.0,2038.0,1211.0,9915.0,4982.0,2930.0,5163.0,3775.0,3944.0,3513.0,12767.0,2681.0,1886.0,7100.0,7820.0,5633.0,2162.0,6534.0,13652.0,2972.0,7376.0,9503.0,3112.0,16855.0,2282.0,3859.0,2353.0,4664.0,4025.0,4250.0,11707.0,1662.0,5613.0,1427.0,2016-03-07 15:36:15,1440.0,900.0,5102.0,349.0,21,260,AU,-37.8139,144.9634
3.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,5.0,5.0,0.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,4.0,1.0,3.0,1.0,4.0,1.0,5.0,1.0,5.0,5.0,5.0,3.0,2.0,4.0,2.0,3.0,1.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,5041.0,2902.0,2917.0,2050.0,3269.0,6007.0,6041.0,3654.0,4188.0,4015.0,3384.0,0.0,3805.0,3510.0,4867.0,7653.0,6231.0,4977.0,1751.0,2460.0,3835.0,7304.0,3217.0,2502.0,4190.0,1185.0,2933.0,3369.0,2796.0,5939.0,3602.0,6410.0,2311.0,3818.0,5819.0,9169.0,4554.0,3065.0,2751.0,4795.0,3421.0,9953.0,12625.0,2525.0,2266.0,4387.0,3167.0,3100.0,3283.0,8020.0,2016-03-07 15:38:03,1280.0,800.0,20.0,216.0,15,1,US,39.0639,-108.5507
4.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,5.0,1.0,1.0,4.0,4.0,5.0,4.0,4.0,1.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,5.0,4.0,4.0,5.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,3.0,4.0,4.0,7008.0,1469.0,4003.0,1936.0,2686.0,992.0,6577.0,4938.0,2401.0,5199.0,2209.0,3404.0,1065.0,1562.0,4320.0,3183.0,1693.0,891.0,3735.0,3081.0,1854.0,3315.0,12296.0,1419.0,3924.0,3245.0,5008.0,3790.0,1814.0,739.0,3528.0,3255.0,6365.0,10242.0,3901.0,2939.0,8239.0,2849.0,1896.0,5381.0,1491.0,2605.0,4074.0,3141.0,6911.0,2220.0,5148.0,5860.0,2119.0,1146.0,2016-03-07 15:39:42,1280.0,720.0,4.0,184.0,7,1,US,38.0,-97.0
3.0,2.0,4.0,1.0,4.0,2.0,4.0,4.0,3.0,1.0,3.0,3.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,5.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,5.0,3.0,0.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,4356.0,3896.0,2089.0,3847.0,6153.0,9984.0,3284.0,2733.0,8426.0,6051.0,3281.0,2480.0,2412.0,4663.0,5759.0,3601.0,3139.0,3889.0,1326.0,2229.0,5242.0,9096.0,4827.0,3367.0,2312.0,3168.0,2997.0,2352.0,2499.0,3261.0,6172.0,5697.0,4534.0,2687.0,10728.0,4611.0,2188.0,3450.0,6602.0,5746.0,0.0,4088.0,2335.0,3989.0,5461.0,2570.0,3456.0,3314.0,4416.0,1859.0,2016-03-07 15:40:41,1366.0,768.0,1.0,209.0,8,1,US,38.0,-97.0
4.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,5.0,4.0,5.0,1.0,5.0,3.0,4.0,4.0,2.0,1.0,5.0,2.0,1.0,4.0,1.0,5.0,1.0,5.0,1.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,5.0,2.0,5.0,1.0,3.0,1.0,3.0,5.0,5315.0,4282.0,2502.0,2514.0,2783.0,3635.0,5229.0,4735.0,3067.0,5384.0,3967.0,4385.0,2815.0,4216.0,4284.0,2734.0,4450.0,4785.0,1115.0,2034.0,4347.0,7785.0,2433.0,2699.0,4219.0,2198.0,3654.0,4268.0,3650.0,4968.0,3868.0,6066.0,3918.0,3802.0,3315.0,6852.0,5168.0,3532.0,5817.0,3749.0,3933.0,5897.0,16689.0,4151.0,2199.0,2583.0,4649.0,3066.0,2701.0,1600.0,2016-03-07 15:42:55,768.0,1024.0,7.0,209.0,16,1,US,42.1751,-70.9495
4.0,2.0,4.0,2.0,4.0,2.0,3.0,4.0,2.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,1.0,5.0,3.0,4.0,2.0,3.0,1.0,5.0,4.0,2.0,2.0,6842.0,4056.0,4696.0,14104.0,2808.0,2840.0,10745.0,14288.0,4696.0,4256.0,4656.0,7704.0,4016.0,5712.0,4608.0,3720.0,3912.0,2616.0,2521.0,2072.0,13660.0,3896.0,2375.0,7336.0,2928.0,7424.0,4216.0,5312.0,4256.0,7352.0,3000.0,15576.0,3265.0,4080.0,6776.0,6295.0,4089.0,10232.0,5208.0,17496.0,2464.0,4976.0,2640.0,2792.0,2928.0,8312.0,5623.0,4848.0,4791.0,2568.0,2016-03-07 15:44:34,1280.0,720.0,7.0,289.0,19,1,ES,40.4,-3.6833
3.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,5.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,5.0,3.0,1.0,2.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,5.0,5.0,10852.0,2721.0,3063.0,4455.0,1752.0,4020.0,7556.0,10764.0,2279.0,6189.0,2152.0,3663.0,2444.0,2565.0,4315.0,3346.0,3157.0,2485.0,2706.0,6352.0,3524.0,2337.0,2727.0,3345.0,2596.0,2681.0,8315.0,4140.0,2573.0,11391.0,2503.0,2482.0,5055.0,3591.0,9878.0,3608.0,3384.0,3935.0,3191.0,3095.0,2283.0,4241.0,5157.0,5626.0,3203.0,3543.0,4880.0,2780.0,3423.0,959.0,2016-03-07 15:45:33,360.0,640.0,9.0,209.0,14,1,GB,51.5,-0.13
2.0,1.0,4.0,2.0,4.0,3.0,3.0,3.0,5.0,3.0,1.0,5.0,3.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,5.0,5.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,5.0,1.0,4.0,4.0,3.0,1.0,5.0,2.0,4.0,1.0,4.0,4.0,4.0,5.0,5774.0,3545.0,3808.0,3136.0,1239.0,2296.0,3055.0,4399.0,2880.0,1225.0,1038.0,2247.0,728.0,4241.0,3736.0,1185.0,3353.0,3942.0,2361.0,682.0,3744.0,951.0,2089.0,2064.0,1960.0,3983.0,2864.0,2513.0,2504.0,3399.0,3033.0,4057.0,2784.0,2552.0,2088.0,2784.0,6064.0,1448.0,1671.0,3384.0,3257.0,3152.0,1536.0,1296.0,1585.0,2048.0,3400.0,2674.0,3815.0,1262.0,2016-03-07 15:47:29,1366.0,768.0,8.0,135.0,9,3,US,44.1512,-72.6565
4.0,1.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,1.0,5.0,1.0,4.0,1.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,1.0,5.0,1.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,4557.0,1215.0,1640.0,2784.0,1040.0,2095.0,2207.0,2720.0,1112.0,1576.0,711.0,2048.0,880.0,1688.0,1664.0,1472.0,1441.0,1056.0,1128.0,1536.0,1784.0,1097.0,1496.0,1248.0,2512.0,1856.0,2641.0,1792.0,1584.0,1927.0,1008.0,3264.0,2168.0,1624.0,2088.0,2344.0,1591.0,5520.0,1000.0,2984.0,793.0,2352.0,671.0,2736.0,1369.0,1568.0,1647.0,2024.0,2136.0,984.0,2016-03-07 15:47:37,1680.0,1050.0,1.0,93.0,4,36,US,38.2217,-85.68
1.0,3.0,2.0,4.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,4.0,5.0,5.0,4.0,5.0,5.0,1.0,4.0,1.0,5.0,1.0,5.0,1.0,3.0,5.0,4.0,3.0,1.0,5.0,3.0,3.0,1.0,5.0,4.0,4.0,3.0,4.0,1.0,5.0,1.0,3.0,4.0,4.0,4.0,5.0,3.0,9680.0,7138.0,4821.0,5155.0,5931.0,7439.0,7815.0,2582.0,3939.0,2154.0,4177.0,4026.0,3761.0,2973.0,5103.0,2985.0,10647.0,5924.0,1799.0,2753.0,5774.0,5767.0,2852.0,2411.0,3165.0,2668.0,3733.0,13078.0,2094.0,3097.0,5881.0,7269.0,2436.0,5334.0,6570.0,5455.0,3316.0,27326.0,4957.0,6610.0,6347.0,5895.0,3524.0,3613.0,9362.0,12484.0,4066.0,2301.0,9100.0,2130.0,2016-03-07 15:47:47,1366.0,768.0,5.0,281.0,58,1,GB,53.1544,-0.647
2.0,3.0,2.0,4.0,4.0,4.0,1.0,4.0,4.0,5.0,5.0,2.0,5.0,2.0,4.0,0.0,5.0,4.0,4.0,4.0,1.0,4.0,1.0,5.0,2.0,5.0,2.0,4.0,4.0,3.0,2.0,5.0,4.0,4.0,1.0,5.0,4.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,1.0,3.0,3.0,24482.0,2584.0,2129.0,1544.0,2485.0,2111.0,2684.0,2238.0,3693.0,1485.0,1238.0,1467.0,1237.0,3990.0,1347.0,0.0,1386.0,1565.0,1544.0,1336.0,5870.0,1386.0,900.0,3446.0,2653.0,1305.0,3714.0,1039.0,2773.0,3327.0,4325.0,2445.0,1337.0,5980.0,1000.0,2534.0,1029.0,4588.0,1713.0,2644.0,1495.0,12933.0,1585.0,1317.0,1862.0,2129.0,1524.0,2178.0,2070.0,1891.0,2016-03-07 15:48:13,1366.0,768.0,7.0,144.0,5,1,GB,51.5,-0.13
